student_id,index
D0500014,139713
D0500030,139721
D0500031,139733
D0500052,139773
D0500070,139790
D0500084,139799
D0500088,139802
D0500119,139828
D0500135,139837
D0500145,139844
D0500191,139859
D0500211,139864
D0500282,139891
D0500303,139900
D0500407,139938
D0500428,139947
D0500436,139956
D0500451,139961
D0500455,139979
D0500456,139984
D0500464,139993
D0500505,140009
D0500650,140056
D0500667,140071
D0500668,140080
D0500670,140085
D0500676,140092
D0500716,140100
D0500719,140118
D0500725,140123
D0500768,140142
D0500771,140151
D0500789,140158
D0500841,140188
D0500863,140197
D0500917,140208
D0500928,140223
D0500929,140228
D0500936,140237
D0500948,140242
D0500974,140260
D0500988,140269
D0501036,140290
D0501044,140306
D0501051,140311
D0501094,140323
D0501096,140338
D0501141,140354
D0501144,140357
D0501159,140363
D0501161,140371
D0501165,140376
D0501177,140395
D0501189,140413
D0501194,140419
D0501196,140424
D0501208,140431
D0501236,140440
D0501247,140449
D0501263,140457
D0501274,140464
D0501275,140472
D0501281,140481
D0501330,140494
D0501348,140499
D0501362,140507
D0501386,140520
D0501497,140564
D0501508,140573
D0501522,140580
D0501524,140591
D0501561,140609
D0501564,140614
D0501567,140623
D0501605,140655
D0501619,140671
D0501658,140689
D0501665,140702
D0501687,140717
D0501691,140724
D0501710,140733
D0501712,140738
D0501717,140746
D0501761,140764
D0501763,140771
D0501774,140778
D0501789,140785
D0501811,140792
D0501829,140797
D0501846,140804
D0501865,140813
D0501875,140821
D0501912,140844
D0501977,140876
D0502006,140906
D0502032,140914
D0502037,140923
D0502047,140932
D0502051,140941
D0502084,140951
D0502097,140960
D0502162,140981
D0502180,140989
D0502195,141005
D0502201,141018
D0502204,141026
D0502261,141049
D0502295,141054
D0502309,141070
D0502328,141077
D0502346,141101
D0502376,141125
D0502406,141130
D0502464,141147
D0502496,141160
D0502513,141168
D0502528,141177
D0502574,141195
D0502601,141202
D0502621,141213
D0502627,141220
D0502648,141230
D0502657,141237
D0502667,141251
D0502686,141268
D0502694,141280
D0502702,141293
D0502714,141296
D0502744,141299
D0502751,141304
D0502781,141321
D0502783,141329
D0502786,141336
D0502792,141341
D0502841,141351
D0502842,141360
D0502844,141367
D0502922,141388
D0502934,141395
D0502947,141400
D0502984,141422
D0502999,141427
D0503001,141432
D0503023,141452
D0503040,141457
D0503045,141465
D0503050,141471
D0503071,141485
D0503072,141495
D0503087,141507
D0503157,141524
D0503182,141529
D0503228,141537
D0503237,141545
D0503240,141552
D0503245,141568
D0503261,141573
D0503275,141581
D0503294,141600
D0503323,141609
D0503351,141634
D0503377,141645
D0503429,141687
D0503439,141696
D0503467,141701
D0503489,141724
D0503523,141733
D0503525,141741
D0503556,141765
D0503560,141774
D0503615,141794
D0503663,141807
D0503722,141825
D0503762,141835
D0503765,141845
D0503790,141874
D0503806,141889
D0503812,141902
D0503845,141927
D0503847,141936
D0503854,141944
D0503855,141953
D0503872,141958
D0503880,141963
D0503884,141968
D0503888,141973
D0503900,141982
D0503910,141992
D0503941,142004
D0503971,142012
D0504017,142021
D0504035,142050
D0504046,142055
D0504049,142065
D0504062,142077
D0504073,142082
D0504076,142087
D0504109,142113
D0504119,142128
D0504146,142144
D0504175,142168
D0504183,142177
D0504185,142184
D0504188,142189
D0504203,142202
D0504210,142205
D0504232,142212
D0504266,142226
D0504290,142241
D0504308,142267
D0504314,142275
D0504317,142283
D0504341,142293
D0504425,142316
D0504468,142324
D0504477,142329
D0504485,142339
D0504513,142355
D0504521,142375
D0504537,142382
D0504568,142401
D0504611,142406
D0504629,142413
D0504637,142418
D0504639,142427
D0504664,142437
D0504674,142446
D0504686,142480
D0504702,142496
D0504709,142501
D0504714,142526
D0504724,142537
D0504725,142542
D0504757,142562
D0504772,142571
D0504780,142584
D0504783,142598
D0504834,142617
D0504855,142626
D0504889,142649
D0504903,142659
D0504909,142668
D0504917,142673
D0504924,142686
D0504948,142700
D0504960,142721
D0504984,142728
D0504985,142733
D0505010,142744
D0505011,142753
D0505023,142771
D0505026,142778
D0505035,142789
D0505054,142803
D0505076,142819
D0505109,142841
D0505151,142852
D0505160,142864
D0505163,142873
D0505169,142878
D0505202,142895
D0505221,142912
D0505242,142936
D0505272,142944
D0505281,142957
D0505305,142968
D0505313,142972
D0505349,142981
D0505353,142990
D0505357,143001
D0505359,143014
D0505374,143019
D0505383,143029
D0505397,143036
D0505405,143044
D0505423,143052
D0505444,143064
D0505469,143083
D0505476,143092
D0505484,143097
D0505486,143106
D0505500,143114
D0505517,143131
D0505531,143140
D0505545,143143
D0505558,143150
D0505559,143158
D0505565,143163
D0505579,143170
D0505614,143206
D0505669,143219
D0505725,143252
D0505737,143285
D0505740,143288
D0505763,143297
D0505794,143305
D0505815,143322
D0505819,143325
D0505831,143345
D0505845,143369
D0505873,143374
D0505938,143405
D0505951,143414
D0505957,143422
D0506017,143451
D0506034,143464
D0506065,143476
D0506096,143505
D0506118,143519
D0506142,143527
D0506151,143534
D0506177,143547
D0506184,143554
D0506220,143577
D0506224,143582
D0506244,143591
D0506255,143612
D0506281,143621
D0506292,143629
D0506296,143636
D0506320,143641
D0506323,143646
D0506342,143654
D0506361,143662
D0506378,143681
D0506380,143697
D0506391,143703
D0506417,143712
D0506430,143737
D0506443,143742
D0506463,143749
D0506504,143764
D0506506,143773
D0506517,143785
D0506540,143795
D0506585,143819
D0506639,143848
D0506719,143872
D0506731,143881
D0506737,143884
D0506741,143895
D0506772,143900
D0506783,143908
D0506787,143913
D0506795,143922
D0506803,143932
D0506812,143941
D0506822,143951
D0506832,143965
D0506837,143970
D0506846,143978
D0506849,143986
D0506883,143995
D0506890,144004
D0506937,144017
D0506939,144026
D0506940,144035
D0506964,144051
D0506989,144056
D0507002,144061
D0507004,144070
D0507043,144090
D0507062,144095
D0507101,144104
D0507125,144115
D0507153,144120
D0507197,144139
D0507209,144150
D0507212,144165
D0507232,144187
D0507266,144194
D0507278,144203
D0507283,144209
D0507317,144217
D0507326,144228
D0507335,144243
D0507375,144284
D0507387,144291
D0507392,144296
D0507435,144345
D0507480,144375
D0507485,144384
D0507606,144480
D0507662,144485
D0507728,144515
D0507741,144533
D0507752,144536
D0507789,144541
D0507792,144551
D0507822,144570
D0507835,144579
D0507906,144593
D0507909,144598
D0507920,144607
D0507933,144615
D0507971,144637
D0507974,144640
D0508001,144658
D0508002,144668
D0508055,144684
D0508065,144689
D0508066,144695
D0508120,144711
D0508146,144729
D0508152,144738
D0508155,144746
D0508197,144765
D0508246,144784
D0508251,144791
D0508275,144799
D0508297,144818
D0508298,144823
D0508312,144840
D0508316,144847
D0508375,144856
D0508409,144878
D0508453,144886
D0508461,144899
D0508478,144908
D0508481,144917
D0508490,144922
D0508506,144927
D0508509,144943
D0508561,144961
D0508564,144975
D0508589,144992
D0508599,145005
D0508633,145031
D0508648,145044
D0508681,145065
D0508689,145070
D0508695,145077
D0508705,145086
D0508707,145091
D0508714,145100
D0508716,145113
D0508719,145122
D0508739,145130
D0508762,145137
D0508785,145146
D0508786,145151
D0508802,145160
D0508813,145177
D0508828,145182
D0508835,145189
D0508845,145210
D0508855,145215
D0508863,145229
D0508874,145251
D0508876,145254
D0508899,145262
D0508902,145267
D0508917,145274
D0508925,145288
D0508927,145301
D0508944,145308
D0508968,145318
D0508997,145333
D0509005,145342
D0509007,145348
D0509009,145356
D0509017,145372
D0509019,145377
D0509026,145382
D0509028,145389
D0509084,145414
D0509114,145423
D0509150,145437
D0509153,145450
D0509174,145467
D0509188,145471
D0509192,145479
D0509208,145484
D0509214,145492
D0509233,145506
D0509278,145527
D0509306,145540
D0509323,145545
D0509325,145550
D0509345,145577
D0509406,145604
D0509410,145614
D0509423,145632
D0509448,145649
D0509453,145657
D0509458,145664
D0509487,145682
D0509494,145686
D0509496,145695
D0509564,145745
D0509588,145770
D0509627,145808
D0509646,145815
D0509664,145818
D0509668,145823
D0509672,145828
D0509716,145847
D0509738,145864
D0509759,145871
D0509780,145879
D0509785,145886
D0509793,145896
D0509803,145904
D0509832,145909
D0509834,145918
D0509879,145932
D0509888,145941
D0509897,145949
D0509917,145964
D0509947,145982
D0509970,146006
D0510027,146041
D0510040,146050
D0510056,146068
D0510059,146075
D0510084,146084
D0510131,146093
D0510132,146098
D0510135,146105
D0510160,146115
D0510178,146123
D0510208,146132
D0510225,146140
D0510228,146150
D0510235,146157
D0510244,146166
D0510275,146174
D0510277,146183
D0510283,146191
D0510285,146196
D0510309,146210
D0510335,146244
D0510366,146258
D0510374,146266
D0510384,146271
D0510408,146282
D0510415,146287
D0510419,146292
D0510424,146297
D0510435,146300
D0510448,146310
D0510469,146324
D0510530,146360
D0510537,146368
D0510543,146383
D0510544,146392
D0510557,146408
D0510602,146423
D0510623,146437
D0510636,146457
D0510655,146479
D0510701,146515
D0510717,146523
D0510722,146528
D0510727,146537
D0510751,146547
D0510765,146560
D0510828,146602
D0510833,146615
D0510835,146620
D0510849,146632
D0510854,146639
D0510889,146655
D0510913,146673
D0510942,146681
D0510958,146702
D0511042,146713
D0511053,146719
D0511069,146729
D0511097,146741
D0511107,146750
D0511112,146760
D0511113,146770
D0511129,146775
D0511131,146785
D0511200,146812
D0511216,146821
D0511221,146824
D0511258,146837
D0511259,146844
D0511264,146862
D0511327,146883
D0511331,146891
D0511341,146900
D0511365,146925
D0511378,146933
D0511422,146947
D0511433,146960
D0511444,146971
D0511476,146988
D0511527,146999
D0511579,147019
D0511595,147033
D0511597,147040
D0511617,147062
D0511637,147071
D0511649,147076
D0511650,147086
D0511657,147091
D0511664,147096
D0511665,147109
D0511700,147117
D0511706,147122
D0511717,147136
D0511746,147143
D0511784,147157
D0511787,147164
D0511832,147194
D0511842,147197
D0511864,147208
D0511883,147226
D0511887,147240
D0511897,147252
D0511899,147264
D0511906,147273
D0511916,147282
D0511970,147311
D0511973,147314
D0512013,147343
D0512029,147348
D0512031,147360
D0512042,147376
D0512069,147381
D0512091,147394
D0512109,147425
D0512116,147437
D0512168,147449
D0512171,147454
D0512198,147474
D0512199,147482
D0512210,147487
D0512242,147515
D0512253,147518
D0512263,147527
D0512289,147543
D0512311,147572
D0512325,147585
D0512365,147598
D0512369,147612
D0512370,147619
D0512430,147656
D0512467,147675
D0512469,147680
D0512483,147685
D0512485,147698
D0512496,147738
D0512499,147755
D0512503,147761
D0512521,147766
D0512523,147772
D0512543,147777
D0512549,147786
D0512550,147793
D0512560,147814
D0512562,147819
D0512568,147825
D0512576,147833
D0512584,147851
D0512585,147854
D0512587,147862
D0512609,147867
D0512611,147872
D0512634,147898
D0512635,147907
D0512636,147912
D0512642,147922
D0512659,147929
D0512668,147943
D0512719,147987
D0512743,148005
D0512759,148012
D0512763,148017
D0512770,148026
D0512780,148031
D0512795,148048
D0512827,148066
D0512828,148069
D0512839,148083
D0512864,148091
D0512871,148094
D0512877,148101
D0512937,148131
D0512944,148141
D0512956,148151
D0513008,148172
D0513044,148182
D0513054,148195
D0513113,148218
D0513127,148225
D0513184,148242
D0513191,148251
D0513194,148256
D0513206,148263
D0513218,148272
D0513221,148284
D0513225,148294
D0513247,148303
D0513255,148312
D0513259,148320
D0513260,148332
D0513266,148340
D0513268,148351
D0513276,148360
D0513317,148379
D0513334,148401
D0513374,148411
D0513385,148418
D0513394,148426
D0513395,148440
D0513411,148449
D0513454,148476
D0513480,148490
D0513500,148499
D0513527,148504
D0513536,148509
D0513556,148540
D0513591,148549
D0513617,148564
D0513635,148582
D0513641,148594
D0513652,148605
D0513659,148614
D0513688,148635
D0513718,148643
D0513735,148652
D0513787,148685
D0513855,148703
D0513858,148708
D0513890,148721
D0513899,148739
D0513906,148747
D0513909,148755
D0513917,148767
D0513956,148794
D0513974,148799
D0513995,148809
D0514020,148814
D0514022,148819
D0514039,148827
D0514061,148845
D0514070,148854
D0514078,148863
D0514113,148878
D0514129,148885
D0514168,148910
D0514181,148921
D0514214,148926
D0514219,148941
D0514229,148950
D0514232,148955
D0514255,148984
D0514275,148992
D0514298,149004
D0514321,149020
D0514325,149032
D0514326,149040
D0514337,149050
D0514342,149055
D0514361,149060
D0514386,149081
D0514389,149099
D0514435,149108
D0514472,149119
D0514495,149131
D0514497,149139
D0514524,149153
D0514572,149158
D0514607,149173
D0514608,149178
D0514635,149191
D0514645,149196
D0514647,149205
D0514650,149214
D0514727,149241
D0514757,149260
D0514788,149283
D0514809,149290
D0514810,149295
D0514823,149304
D0514835,149320
D0514844,149345
D0514886,149375
D0514908,149382
D0514918,149387
D0514956,149425
D0514961,149434
D0514974,149437
D0514992,149449
D0514996,149458
D0515010,149463
D0515013,149469
D0515058,149502
D0515069,149511
D0515087,149523
D0515115,149560
D0515120,149567
D0515125,149570
D0515133,149575
D0515154,149584
D0515164,149589
D0515188,149603
D0515220,149619
D0515221,149624
D0515233,149632
D0515315,149674
D0515338,149681
D0515346,149686
D0515356,149691
D0515358,149700
D0515366,149712
D0515369,149717
D0515409,149748
D0515417,149758
D0515454,149776
D0515469,149791
D0515473,149800
D0515515,149820
D0515553,149835
D0515566,149844
D0515581,149852
D0515591,149865
D0515617,149872
D0515645,149886
D0515680,149891
D0515746,149907
D0515755,149916
D0515779,149934
D0515802,149951
D0515819,149958
D0515905,149991
D0515917,149994
D0515938,150007
D0515955,150014
D0515973,150035
D0516009,150051
D0516020,150075
D0516026,150082
D0516038,150101
D0516044,150109
D0516048,150114
D0516065,150136
D0516068,150144
D0516099,150160
D0516138,150178
D0516156,150191
D0516177,150196
D0516190,150209
D0516191,150219
D0516213,150232
D0516214,150240
D0516225,150248
D0516272,150279
D0516281,150282
D0516291,150291
D0516308,150299
D0516341,150319
D0516342,150326
D0516344,150336
D0516379,150348
D0516394,150353
D0516443,150377
D0516497,150410
D0516498,150415
D0516508,150422
D0516546,150446
D0516561,150464
D0516568,150473
D0516583,150486
D0516587,150495
D0516604,150504
D0516627,150513
D0516651,150535
D0516652,150542
D0516680,150552
D0516681,150555
D0516695,150567
D0516710,150585
D0516728,150594
D0516733,150599
D0516745,150613
D0516747,150621
D0516788,150650
D0516796,150667
D0516804,150672
D0516827,150688
D0516834,150704
D0516844,150712
D0516863,150729
D0516919,150748
D0516975,150794
D0516978,150802
D0516997,150816
D0517006,150823
D0517013,150831
D0517023,150836
D0517056,150843
D0517069,150865
D0517080,150872
D0517085,150885
D0517110,150903
D0517123,150910
D0517137,150918
D0517154,150925
D0517158,150934
D0517174,150943
D0517195,150957
D0517220,150967
D0517225,150972
D0517229,150978
D0517259,150985
D0517261,150992
D0517277,150997
D0517293,151013
D0517301,151022
D0517338,151036
D0517351,151056
D0517376,151085
D0517390,151090
D0517395,151097
D0517397,151107
D0517401,151115
D0517457,151149
D0517508,151178
D0517518,151194
D0517538,151237
D0517558,151257
D0517590,151278
D0517620,151290
D0517631,151299
D0517652,151307
D0517667,151312
D0517673,151322
D0517725,151335
D0517840,151357
D0517844,151364
D0517851,151369
D0517861,151372
D0517904,151390
D0517914,151400
D0517972,151417
D0517990,151426
D0517997,151435
D0518007,151440
D0518026,151449
D0518031,151460
D0518044,151468
D0518082,151485
D0518085,151494
D0518105,151499
D0518106,151502
D0518120,151511
D0518122,151516
D0518151,151542
D0518167,151549
D0518170,151556
D0518175,151561
D0518188,151566
D0518199,151575
D0518216,151591
D0518241,151617
D0518255,151634
D0518266,151643
D0518286,151662
D0518316,151669
D0518352,151685
D0518368,151688
D0518370,151698
D0518393,151708
D0518421,151720
D0518426,151729
D0518443,151736
D0518493,151766
D0518523,151785
D0518526,151793
D0518530,151813
D0518549,151833
